,tool,seqid,in_gfa,gfa_id,path_seqs,path_gfa
11,PanPA,gi|568815454:4253460-4257971,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
12,PanPA,gi|568815529:4360810-4365321,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
13,PanPA,gi|568815551:4192143-4196654,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
14,PanPA,gi|568815561:4367981-4372490,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
15,PanPA,gi|568815564:4247658-4252169,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
16,PanPA,gi|568815567:4142920-4147431,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
17,PanPA,gi|568815569:4347848-4352359,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
18,PanPA,gi|528476637:32917185-32921696,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
19,PanPA,gi|157734152:32658919-32663430,True,DMA-3108,../sequences/HLA-zoo/DMA-3108.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DMA-3108.gfa
20,PanPA,gi|568815592:33075925-33089695,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
21,PanPA,gi|568815454:4380587-4394347,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
22,PanPA,gi|568815529:4487776-4501469,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
23,PanPA,gi|568815551:4319456-4333218,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
24,PanPA,gi|568815561:4495622-4509398,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
25,PanPA,gi|568815564:4374972-4388732,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
26,PanPA,gi|568815567:4270557-4284329,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
27,PanPA,gi|568815569:4524908-4538678,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
28,PanPA,gi|501355763:5000-18770,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
29,PanPA,gi|528476637:33045379-33059155,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
30,PanPA,gi|157734152:32786142-32799912,True,DPB1-3115,../sequences/HLA-zoo/DPB1-3115.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPB1-3115.gfa
31,PanPA,gi|568815592:30259561-30266950,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
32,PanPA,gi|568815529:1739328-1746645,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
33,PanPA,gi|568815551:1515430-1522819,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
34,PanPA,gi|568815561:1569798-1577183,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
35,PanPA,gi|568815567:1514658-1522045,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
36,PanPA,gi|568815569:1558041-1565430,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
37,PanPA,gi|528476637:30229380-30236765,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
38,PanPA,gi|157734152:30025478-30032865,True,L-3139,../sequences/HLA-zoo/L-3139.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/L-3139.gfa
39,PanPA,gi|568815592:29791752-29792749,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
40,PanPA,gi|568815454:1057585-1058559,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
41,PanPA,gi|568815529:1275535-1276509,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
42,PanPA,gi|568815551:1054737-1055734,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
43,PanPA,gi|568815561:1054328-1055325,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
44,PanPA,gi|568815564:1054403-1055400,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
45,PanPA,gi|568815567:1054737-1055711,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
46,PanPA,gi|568815569:1097903-1098900,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
47,PanPA,gi|528476637:29761569-29762543,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
48,PanPA,gi|157734152:29563108-29564082,True,V-352962,../sequences/HLA-zoo/V-352962.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/V-352962.gfa
49,PanPA,gi|568815592:30005970-30009955,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
50,PanPA,gi|568815454:1263679-1267664,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
51,PanPA,gi|568815529:1485355-1489340,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
52,PanPA,gi|568815551:1261505-1265490,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
53,PanPA,gi|568815561:1266701-1270686,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
54,PanPA,gi|568815564:1350026-1354011,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
55,PanPA,gi|568815567:1261067-1265039,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
56,PanPA,gi|568815569:1303777-1307762,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
57,PanPA,gi|528476637:29975796-29979778,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
58,PanPA,gi|157734152:29771551-29775536,True,J-3137,../sequences/HLA-zoo/J-3137.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/J-3137.gfa
59,PanPA,gi|568815592:29926658-29929838,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
60,PanPA,gi|568815454:1186335-1189520,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
61,PanPA,gi|568815529:1408009-1411194,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
62,PanPA,gi|568815551:1183812-1186995,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
63,PanPA,gi|568815561:1183022-1186203,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
64,PanPA,gi|568815567:1183447-1186629,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
65,PanPA,gi|568815569:1226348-1229533,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
66,PanPA,gi|528476637:29896324-29899509,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
67,PanPA,gi|157734152:29694183-29697368,True,K-3138,../sequences/HLA-zoo/K-3138.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/K-3138.gfa
68,PanPA,gi|568815592:32659463-32666688,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
69,PanPA,gi|568815529:4072404-4080004,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
70,PanPA,gi|568815551:3900292-3907536,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
71,PanPA,gi|568815561:4076913-4084510,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
72,PanPA,gi|568815564:3955830-3963183,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
73,PanPA,gi|568815567:3853368-3860968,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
74,PanPA,gi|568815569:4056694-4063939,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
75,PanPA,gi|528476637:32629718-32636943,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
76,PanPA,gi|157734152:32368942-32376156,True,DQB1-3119,../sequences/HLA-zoo/DQB1-3119.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQB1-3119.gfa
77,PanPA,gi|568815592:32821832-32838769,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
78,PanPA,gi|568815454:4126846-4143632,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
79,PanPA,gi|568815529:4234033-4250968,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
80,PanPA,gi|568815551:4065550-4082337,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
81,PanPA,gi|568815561:4241185-4258123,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
82,PanPA,gi|568815564:4120920-4137836,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
83,PanPA,gi|568815567:4016120-4033058,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
84,PanPA,gi|568815569:4221234-4238019,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
85,PanPA,gi|528476637:32790603-32807371,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
86,PanPA,gi|157734152:32531963-32548752,True,TAP2-6891,../sequences/HLA-zoo/TAP2-6891.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/TAP2-6891.gfa
87,PanPA,gi|568815592:32637391-32654684,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
88,PanPA,gi|568815529:4055462-4061752,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
89,PanPA,gi|568815551:3881312-3887485,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
90,PanPA,gi|568815561:4055710-4061883,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
91,PanPA,gi|568815564:3938467-3944662,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
92,PanPA,gi|568815567:3836431-3842721,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
93,PanPA,gi|568815569:4039336-4045531,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
94,PanPA,gi|398303864:5000-11246,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
95,PanPA,gi|528476637:32607657-32613903,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
96,PanPA,gi|157734152:32346936-32353105,True,DQA1-3117,../sequences/HLA-zoo/DQA1-3117.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DQA1-3117.gfa
97,PanPA,gi|568815592:29723339-29727295,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
98,PanPA,gi|568815529:1207199-1211151,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
99,PanPA,gi|568815551:986413-990371,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
100,PanPA,gi|568815561:986001-989959,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
101,PanPA,gi|568815564:986065-988295,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
102,PanPA,gi|568815567:986379-990337,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
103,PanPA,gi|568815569:1029598-1045663,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
104,PanPA,gi|236459381:5000-8956,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
105,PanPA,gi|528476637:29693238-29697194,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
106,PanPA,gi|157734152:29494780-29498732,True,F-3134,../sequences/HLA-zoo/F-3134.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/F-3134.gfa
107,PanPA,gi|568815454:3824510-3837574,True,DRB3-3125,../sequences/HLA-zoo/DRB3-3125.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa
108,PanPA,gi|568815529:3934020-3947088,True,DRB3-3125,../sequences/HLA-zoo/DRB3-3125.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa
109,PanPA,gi|568815567:3715354-3728421,True,DRB3-3125,../sequences/HLA-zoo/DRB3-3125.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa
110,PanPA,gi|29124352:60231-73299,True,DRB3-3125,../sequences/HLA-zoo/DRB3-3125.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DRB3-3125.gfa
111,PanPA,gi|568815592:33064568-33080777,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
112,PanPA,gi|568815454:4369248-4385445,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
113,PanPA,gi|568815529:4476419-4492627,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
114,PanPA,gi|568815551:4308099-4324308,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
115,PanPA,gi|568815561:4484265-4500480,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
116,PanPA,gi|568815564:4363633-4379830,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
117,PanPA,gi|568815567:4259200-4275415,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
118,PanPA,gi|568815569:4513551-4529760,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
119,PanPA,gi|528476637:33034022-33050237,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
120,PanPA,gi|157734152:32774785-32790994,True,DPA1-3113,../sequences/HLA-zoo/DPA1-3113.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DPA1-3113.gfa
121,PanPA,gi|568815592:29826978-29831121,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
122,PanPA,gi|568815454:1092590-1096747,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
123,PanPA,gi|568815529:1310540-1314697,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
124,PanPA,gi|568815551:1089791-1093934,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
125,PanPA,gi|568815561:1089465-1093607,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
126,PanPA,gi|568815564:1089449-1093592,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
127,PanPA,gi|568815567:1089744-1093901,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
128,PanPA,gi|568815569:1133009-1137166,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
129,PanPA,gi|334848115:5000-9143,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
130,PanPA,gi|528476637:29796550-29800707,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
131,PanPA,gi|157734152:29598095-29602238,True,G-3135,../sequences/HLA-zoo/G-3135.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/G-3135.gfa
132,PanPA,gi|568815592:32812762-32817047,True,DOB-3112,../sequences/HLA-zoo/DOB-3112.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa
133,PanPA,gi|568815454:4117786-4122071,True,DOB-3112,../sequences/HLA-zoo/DOB-3112.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa
134,PanPA,gi|568815529:4224963-4229248,True,DOB-3112,../sequences/HLA-zoo/DOB-3112.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa
135,PanPA,gi|568815551:4056480-4060765,True,DOB-3112,../sequences/HLA-zoo/DOB-3112.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa
136,PanPA,gi|568815564:4111855-4116140,True,DOB-3112,../sequences/HLA-zoo/DOB-3112.fa,../HLA-zoo-PanPA/output-HLA-zoo-mafft.op1.53-ep0/DOB-3112.gfa
